X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
59.8,178.0,119.0,361.0,13.7,203.0,31.2,51.9,48.0,1800.0,1020.0,510.0
91.7,187.0,113.0,368.0,17.5,185.0,29.4,50.9,42.8,1730.0,992.0,501.0
77.8,206.0,121.0,391.0,13.0,191.0,28.7,56.8,40.2,1780.0,1030.0,520.0
100.0,193.0,136.0,391.0,14.6,192.0,28.4,60.5,47.2,1820.0,1060.0,572.0
103.0,207.0,148.0,418.0,23.0,203.0,28.6,63.6,49.4,1870.0,1080.0,505.0
114.0,285.0,158.0,518.0,24.8,220.0,28.9,62.4,88.7,1950.0,1160.0,530.0
75.8,231.0,140.0,477.0,17.0,225.0,29.5,56.9,89.2,2020.0,1180.0,430.0
61.4,190.0,127.0,410.0,14.3,219.0,27.7,50.0,61.5,1870.0,999.0,368.0
51.2,175.0,106.0,355.0,13.3,182.0,25.8,43.3,53.8,1670.0,876.0,338.0
48.5,170.0,103.0,325.0,14.2,191.0,22.8,39.8,40.7,1530.0,790.0,331.0
44.0,153.0,103.0,307.0,14.9,176.0,21.5,39.4,39.5,1440.0,761.0,393.0
40.0,143.0,104.0,291.0,15.2,181.0,21.7,38.3,35.0,1450.0,785.0,392.0
36.9,127.0,104.0,270.0,15.6,176.0,21.1,34.7,34.3,1390.0,771.0,418.0
34.0,135.0,92.7,271.0,15.8,165.0,20.6,32.7,29.9,1390.0,784.0,433.0
30.4,123.0,49.3,218.0,15.0,154.0,19.6,31.4,26.8,1350.0,780.0,440.0
27.5,111.0,46.8,197.0,15.0,139.0,18.3,29.0,25.4,1300.0,749.0,416.0
27.6,107.0,81.3,212.0,15.2,127.0,16.8,28.6,25.8,1240.0,722.0,421.0
40.2,125.0,83.3,238.0,15.4,141.0,18.2,29.7,28.7,1290.0,773.0,477.0
34.8,169.0,82.6,297.0,14.1,169.0,18.8,28.7,32.9,1420.0,877.0,480.0
28.1,128.0,81.7,266.0,14.2,158.0,17.6,28.2,25.7,1340.0,804.0,445.0
25.4,115.0,79.9,247.0,14.7,136.0,18.4,27.7,24.0,1310.0,765.0,424.0
22.7,108.0,49.3,209.0,14.8,130.0,18.4,28.1,23.5,1240.0,730.0,409.0
24.4,136.0,54.0,212.0,15.1,128.0,17.9,25.9,24.9,1230.0,737.0,418.0
38.9,177.0,78.4,313.0,15.7,147.0,16.9,25.2,36.6,1440.0,932.0,551.0
38.0,150.0,78.2,303.0,15.3,165.0,17.1,24.7,25.6,1380.0,877.0,474.0
31.2,141.0,79.1,268.0,15.6,150.0,17.4,25.5,27.5,1320.0,787.0,425.0
26.8,146.0,84.6,281.0,14.6,158.0,18.1,25.6,24.7,1240.0,723.0,371.0
24.2,118.0,70.3,259.0,14.3,156.0,16.9,25.1,25.5,1160.0,661.0,339.0
23.9,104.0,27.5,190.0,14.3,138.0,16.8,23.9,26.4,1130.0,627.0,316.0
27.2,112.0,35.2,173.0,14.7,138.0,16.0,23.0,23.6,1040.0,590.0,315.0
23.1,121.0,61.3,213.0,14.4,128.0,14.3,21.9,18.7,972.0,575.0,295.0
21.5,107.0,56.8,212.0,14.0,124.0,14.0,22.3,17.8,992.0,579.0,350.0
47.6,101.0,56.2,191.0,14.1,127.0,14.5,20.1,16.9,1070.0,633.0,386.0
102.0,159.0,77.5,247.0,16.3,140.0,14.9,21.7,23.0,1170.0,748.0,512.0
43.4,147.0,96.2,278.0,13.9,141.0,14.9,22.3,19.7,1190.0,780.0,442.0
31.4,122.0,89.7,265.0,13.7,133.0,13.9,22.3,17.0,1150.0,674.0,398.0
25.6,120.0,57.5,210.0,13.4,118.0,12.9,21.9,16.8,1110.0,629.0,365.0
25.6,109.0,64.1,209.0,13.4,116.0,14.2,20.3,15.8,1050.0,592.0,364.0
23.6,103.0,66.0,198.0,13.4,127.0,15.2,21.0,15.9,1050.0,609.0,412.0
22.7,95.6,72.5,201.0,13.2,125.0,14.6,22.1,15.7,1050.0,626.0,393.0
21.2,90.2,71.3,194.0,13.1,129.0,14.0,21.8,16.8,1040.0,614.0,388.0
19.9,85.7,65.4,188.0,13.0,129.0,13.7,21.3,24.0,1070.0,638.0,383.0
18.5,84.5,43.7,161.0,13.0,121.0,13.4,20.5,18.6,1020.0,618.0,362.0
22.6,92.6,43.9,154.0,14.4,110.0,13.0,20.9,17.2,992.0,604.0,357.0
28.7,109.0,64.0,187.0,11.9,115.0,12.7,20.1,19.8,971.0,597.0,358.0
21.9,94.8,63.8,197.0,12.2,125.0,12.7,20.7,19.5,948.0,584.0,360.0
24.4,93.9,63.2,182.0,16.3,130.0,13.3,20.9,18.3,973.0,572.0,369.0
97.6,120.0,80.1,213.0,26.7,156.0,15.0,20.5,36.5,1180.0,720.0,492.0
57.3,162.0,99.3,287.0,13.4,175.0,15.2,20.2,31.7,1230.0,752.0,404.0
35.7,109.0,77.4,260.0,13.0,151.0,15.5,19.2,21.3,1140.0,650.0,376.0
28.2,96.8,53.7,201.0,13.1,123.0,13.8,19.9,16.4,1090.0,588.0,336.0
29.5,99.2,70.6,204.0,13.6,117.0,12.1,20.0,16.0,1050.0,583.0,358.0
25.5,98.1,60.6,199.0,13.2,135.0,12.0,19.1,16.3,1030.0,595.0,368.0
24.0,87.7,55.7,188.0,12.5,137.0,12.4,21.1,14.4,1010.0,577.0,365.0
22.2,84.4,50.9,173.0,12.7,123.0,13.3,19.4,14.0,958.0,554.0,365.0
21.4,84.9,47.8,167.0,12.4,129.0,14.1,19.5,9.82,945.0,554.0,370.0
20.8,87.6,44.4,163.0,12.2,127.0,14.1,18.2,6.12,918.0,548.0,376.0
20.1,93.2,47.6,159.0,13.8,130.0,17.6,20.3,8.71,915.0,542.0,350.0
35.8,97.9,53.0,172.0,15.8,131.0,17.9,19.7,28.0,1050.0,631.0,346.0
54.4,110.0,64.5,219.0,24.9,158.0,29.5,34.8,30.6,954.0,630.0,379.0
52.4,141.0,80.1,257.0,13.3,196.0,31.4,35.6,29.7,1160.0,652.0,341.0
49.7,121.0,81.3,262.0,13.2,167.0,22.2,31.5,19.3,1100.0,603.0,333.0
108.0,138.0,122.0,290.0,29.5,184.0,18.0,27.0,56.8,1480.0,956.0,574.0
114.0,164.0,231.0,377.0,22.5,211.0,18.0,27.5,56.9,1740.0,1100.0,527.0
65.4,172.0,191.0,455.0,14.1,213.0,19.4,27.2,41.2,1520.0,861.0,425.0
49.8,140.0,136.0,352.0,12.3,176.0,19.3,25.6,25.1,1390.0,692.0,345.0
64.6,133.0,131.0,328.0,33.9,168.0,17.5,25.0,90.7,1610.0,963.0,522.0
59.9,138.0,47.1,251.0,7.15,107.0,26.6,41.1,90.8,1470.0,995.0,410.0
59.4,120.0,58.9,242.0,7.46,103.0,24.1,32.2,79.4,1490.0,996.0,350.0
57.3,116.0,45.6,236.0,7.76,106.0,24.1,32.1,71.1,1340.0,851.0,341.0
45.4,113.0,47.4,222.0,7.28,105.0,22.8,29.0,55.8,1260.0,766.0,311.0
48.4,114.0,60.3,224.0,7.12,103.0,20.5,26.6,52.6,1140.0,741.0,336.0
48.6,102.0,61.0,220.0,6.93,110.0,19.5,26.6,52.4,1250.0,844.0,445.0
44.3,95.8,60.2,204.0,6.78,112.0,19.0,24.5,50.5,1370.0,950.0,505.0
42.1,96.4,59.7,209.0,6.8,118.0,17.1,24.5,49.8,1460.0,1030.0,579.0
35.9,98.0,55.8,209.0,6.54,113.0,17.0,24.1,38.7,1420.0,981.0,491.0
40.6,91.1,49.7,185.0,6.58,107.0,17.6,24.9,37.3,1270.0,841.0,432.0
39.8,89.4,52.8,191.0,6.67,105.0,20.0,22.8,34.0,1210.0,786.0,387.0
42.7,97.5,62.2,198.0,6.81,101.0,23.9,22.4,38.4,1110.0,754.0,385.0
50.7,109.0,60.4,217.0,6.72,104.0,23.2,27.7,53.8,1450.0,1050.0,509.0
40.2,116.0,60.6,224.0,6.41,119.0,23.9,39.5,40.7,1330.0,900.0,405.0
41.2,112.0,61.1,222.0,6.43,123.0,22.2,40.0,41.0,1350.0,875.0,396.0
71.6,124.0,55.8,243.0,6.92,122.0,27.9,40.7,51.8,1420.0,929.0,415.0
108.0,176.0,64.6,297.0,18.0,127.0,33.2,48.7,69.8,1590.0,1050.0,470.0
112.0,283.0,80.0,425.0,20.1,209.0,27.0,42.7,95.0,1880.0,1310.0,465.0
73.6,208.0,67.1,389.0,10.5,209.0,24.0,36.1,65.7,1720.0,1070.0,393.0
74.1,171.0,64.8,315.0,9.37,187.0,23.0,35.3,70.3,1620.0,1000.0,431.0
60.8,163.0,63.6,296.0,8.42,195.0,24.0,30.3,51.9,1630.0,990.0,449.0
51.9,136.0,62.5,264.0,8.32,166.0,21.9,27.2,44.1,1560.0,983.0,519.0
59.2,123.0,61.8,231.0,12.1,144.0,19.3,25.4,85.5,1780.0,1190.0,726.0
42.5,129.0,52.1,225.0,9.67,163.0,16.8,23.3,82.1,1700.0,1400.0,704.0
35.7,110.0,49.2,201.0,8.98,140.0,16.0,22.0,65.6,1690.0,1150.0,519.0
36.0,109.0,59.1,203.0,8.5,138.0,15.2,21.1,51.8,1440.0,949.0,474.0
33.4,101.0,53.2,193.0,8.11,135.0,15.4,20.6,42.1,1400.0,967.0,562.0
31.4,95.8,54.4,181.0,8.01,145.0,16.1,19.8,40.4,1450.0,1000.0,598.0
29.5,92.8,55.5,173.0,8.64,140.0,16.1,19.1,36.0,1490.0,1050.0,602.0
41.3,107.0,55.2,200.0,8.4,136.0,18.3,19.8,41.2,1450.0,1000.0,602.0
39.0,126.0,54.0,217.0,9.46,143.0,22.1,27.4,48.9,1590.0,1150.0,625.0
29.8,119.0,58.7,204.0,9.28,124.0,19.8,34.2,35.5,1410.0,979.0,476.0
33.8,107.0,79.4,212.0,9.46,107.0,16.8,30.6,33.2,1240.0,830.0,429.0
64.4,114.0,80.9,217.0,10.9,118.0,16.7,28.0,39.7,1240.0,814.0,434.0
52.7,123.0,81.0,236.0,10.7,120.0,17.6,26.2,35.0,1280.0,843.0,443.0
81.8,142.0,86.6,249.0,11.6,118.0,18.2,24.5,31.4,1290.0,865.0,513.0
62.2,138.0,95.7,272.0,12.0,115.0,18.4,23.0,42.2,1440.0,971.0,485.0
44.5,126.0,62.3,239.0,12.5,113.0,19.7,21.7,35.0,1350.0,875.0,461.0
35.2,90.2,57.6,197.0,12.7,110.0,19.7,21.7,29.5,1330.0,846.0,449.0
42.5,99.8,65.8,188.0,14.8,113.0,15.9,20.3,32.9,1230.0,822.0,524.0
99.7,133.0,92.9,235.0,29.4,129.0,18.3,20.8,83.6,1780.0,1370.0,862.0
98.7,152.0,121.0,308.0,32.2,199.0,21.7,22.1,106.0,2270.0,1760.0,763.0
71.4,153.0,124.0,338.0,22.2,208.0,29.1,21.7,74.1,1970.0,1390.0,570.0
54.6,141.0,123.0,326.0,19.7,197.0,26.4,21.6,80.7,1950.0,1300.0,513.0
42.6,113.0,102.0,287.0,22.6,162.0,20.6,20.9,69.4,1810.0,1200.0,488.0
35.9,101.0,103.0,261.0,22.1,157.0,18.3,20.3,65.9,1850.0,1220.0,482.0
34.8,97.6,101.0,243.0,19.8,153.0,17.7,19.1,54.0,1680.0,1170.0,501.0
39.1,101.0,84.2,232.0,16.1,162.0,22.1,18.6,46.2,1670.0,1120.0,517.0
32.9,105.0,82.2,211.0,18.1,145.0,23.6,17.8,43.8,1540.0,1050.0,509.0
56.1,97.3,82.6,210.0,19.6,141.0,20.9,18.2,39.7,1580.0,1040.0,544.0
52.4,104.0,82.6,209.0,21.0,140.0,17.8,17.9,39.2,1560.0,1060.0,569.0
39.4,101.0,77.6,200.0,19.3,138.0,16.5,17.0,37.7,1480.0,1020.0,518.0
48.7,105.0,52.6,197.0,20.8,136.0,15.6,16.9,33.4,1390.0,936.0,495.0
38.2,107.0,80.2,229.0,18.0,139.0,14.5,17.2,31.1,1270.0,866.0,460.0
53.4,93.6,83.2,207.0,23.7,148.0,18.8,21.4,35.8,1380.0,871.0,496.0
105.0,146.0,88.9,246.0,52.4,188.0,17.5,20.0,89.2,1620.0,1120.0,607.0
70.0,148.0,101.0,298.0,29.9,203.0,19.1,22.3,66.8,1720.0,1190.0,583.0
83.2,150.0,113.0,299.0,53.3,208.0,17.4,25.0,51.9,1690.0,1100.0,631.0
128.0,143.0,139.0,343.0,39.0,220.0,18.7,36.7,57.2,1880.0,1220.0,671.0
88.3,187.0,135.0,397.0,24.5,232.0,29.3,64.6,64.8,1890.0,1190.0,533.0
73.4,152.0,119.0,342.0,19.6,240.0,36.4,81.5,64.1,1780.0,1060.0,475.0
66.3,133.0,118.0,333.0,19.5,201.0,27.7,77.9,62.1,1750.0,1020.0,484.0
83.3,144.0,117.0,330.0,23.9,198.0,22.0,52.3,78.7,1800.0,1120.0,515.0
65.8,136.0,118.0,333.0,20.6,197.0,20.5,41.1,66.2,1750.0,1110.0,536.0
131.0,141.0,119.0,322.0,67.3,203.0,19.0,37.5,141.0,1900.0,1250.0,571.0
87.8,162.0,114.0,357.0,37.0,229.0,18.5,34.9,70.5,1910.0,1220.0,491.0
59.4,148.0,109.0,334.0,24.9,210.0,18.3,30.0,60.6,1670.0,980.0,389.0
49.6,123.0,95.4,294.0,21.0,190.0,16.4,26.7,49.3,1460.0,829.0,379.0
43.0,114.0,82.1,243.0,18.5,171.0,15.3,23.8,41.7,1410.0,830.0,422.0
36.8,111.0,79.9,230.0,17.4,172.0,15.3,23.0,36.4,1340.0,815.0,419.0
32.1,104.0,67.4,204.0,16.4,162.0,14.6,21.6,32.6,1280.0,799.0,432.0
29.3,96.6,50.9,186.0,16.0,160.0,15.0,20.3,29.9,1260.0,786.0,434.0
25.1,87.4,46.1,146.0,15.9,147.0,14.3,19.5,27.9,1230.0,776.0,437.0
26.3,92.9,46.0,172.0,16.4,157.0,13.8,19.2,24.2,1230.0,777.0,436.0
50.2,99.9,49.6,178.0,16.1,152.0,13.3,18.4,24.1,1160.0,740.0,416.0
30.9,103.0,46.4,180.0,15.2,139.0,13.6,17.6,23.1,1120.0,726.0,424.0
30.4,103.0,52.9,184.0,15.0,120.0,18.1,40.0,25.5,1100.0,722.0,422.0
35.0,105.0,53.7,210.0,16.0,144.0,18.8,58.4,39.8,1260.0,854.0,450.0
40.2,102.0,55.2,210.0,16.6,143.0,18.3,59.5,34.6,1320.0,843.0,430.0
90.7,117.0,71.7,231.0,21.0,143.0,18.2,61.6,56.6,1250.0,775.0,412.0
74.2,135.0,94.3,297.0,16.5,193.0,16.2,48.2,74.4,1370.0,835.0,337.0
57.6,136.0,97.5,290.0,12.7,174.0,14.2,39.9,63.5,1210.0,730.0,301.0
48.0,114.0,92.1,281.0,14.5,165.0,14.1,35.8,58.6,1240.0,714.0,334.0
40.6,102.0,81.7,247.0,14.5,156.0,14.0,32.8,49.5,1280.0,741.0,303.0
34.3,83.7,79.9,220.0,14.3,154.0,14.0,30.0,36.7,1120.0,640.0,291.0
30.4,81.8,77.5,214.0,14.6,151.0,14.1,28.4,32.0,1070.0,611.0,291.0
27.7,73.5,56.9,185.0,14.8,138.0,15.4,26.5,28.5,1070.0,603.0,279.0
25.3,69.7,52.7,163.0,14.8,120.0,14.8,25.1,25.7,975.0,543.0,246.0
39.7,71.1,55.9,163.0,14.7,121.0,12.9,24.2,26.4,812.0,504.0,281.0
31.9,78.0,54.6,171.0,14.3,122.0,12.4,22.2,26.1,942.0,589.0,299.0
27.3,82.9,55.6,177.0,13.9,128.0,11.9,22.2,25.3,954.0,565.0,300.0
24.3,71.9,55.4,166.0,13.6,116.0,11.2,22.0,22.6,969.0,568.0,298.0
64.6,131.0,126.0,312.0,20.9,137.0,18.2,24.1,60.4,1650.0,1030.0,524.0
66.3,154.0,126.0,335.0,21.0,140.0,20.7,25.5,63.3,1720.0,1120.0,616.0
61.0,144.0,127.0,327.0,20.5,148.0,19.4,25.0,62.3,1820.0,1250.0,637.0
57.7,135.0,128.0,321.0,19.9,161.0,17.7,21.9,57.4,1820.0,1220.0,623.0
58.5,131.0,128.0,306.0,17.4,154.0,17.4,20.4,52.8,1750.0,1160.0,614.0
62.4,132.0,125.0,304.0,16.5,148.0,17.5,19.4,58.4,1710.0,1140.0,635.0
57.5,128.0,127.0,295.0,17.2,171.0,17.7,18.6,63.5,1860.0,1290.0,694.0
49.1,127.0,124.0,296.0,17.6,155.0,16.4,18.2,52.5,1820.0,1260.0,591.0
43.7,113.0,94.8,277.0,18.4,151.0,16.8,20.1,50.1,1580.0,1040.0,500.0
41.2,114.0,60.1,231.0,18.6,139.0,17.9,20.6,50.6,1480.0,942.0,409.0
43.4,113.0,51.4,197.0,18.3,130.0,18.8,23.6,48.2,1320.0,844.0,363.0
44.6,109.0,67.3,197.0,18.2,123.0,17.8,22.6,46.2,1320.0,887.0,452.0
52.1,117.0,100.0,229.0,20.1,149.0,18.1,21.1,44.9,1490.0,1060.0,581.0
65.5,137.0,128.0,290.0,22.3,158.0,16.6,20.7,51.7,1620.0,1170.0,615.0
54.6,139.0,128.0,318.0,19.2,174.0,17.3,19.8,49.4,1640.0,1180.0,555.0
45.4,115.0,124.0,288.0,17.0,160.0,16.1,18.4,40.4,1530.0,1020.0,511.0
41.0,101.0,79.8,244.0,16.8,129.0,14.5,17.4,36.6,1430.0,921.0,476.0
61.3,108.0,111.0,232.0,23.1,133.0,12.8,19.1,153.0,1620.0,1150.0,578.0
67.4,130.0,125.0,288.0,27.5,175.0,17.2,18.5,119.0,2190.0,1740.0,669.0
51.5,121.0,126.0,298.0,28.4,165.0,18.8,17.9,70.0,1740.0,1240.0,562.0
61.8,124.0,145.0,309.0,30.2,163.0,17.1,17.2,55.8,1650.0,1090.0,573.0
48.7,133.0,141.0,338.0,26.9,177.0,14.2,16.8,46.4,1620.0,1020.0,540.0
47.0,138.0,132.0,336.0,27.1,169.0,19.9,18.8,53.4,1700.0,1050.0,548.0
68.9,193.0,125.0,377.0,53.4,187.0,32.8,19.0,57.8,1800.0,1130.0,520.0
80.9,233.0,138.0,431.0,134.0,270.0,27.0,19.7,217.0,2650.0,1820.0,640.0
63.4,219.0,141.0,464.0,102.0,377.0,22.0,24.2,95.6,2420.0,1520.0,539.0
52.0,169.0,142.0,401.0,46.4,325.0,19.5,23.0,66.4,2140.0,1260.0,506.0
45.8,140.0,123.0,350.0,38.5,260.0,18.6,20.6,60.3,1980.0,1140.0,517.0
53.2,137.0,122.0,335.0,31.4,243.0,22.5,19.2,59.3,1950.0,1180.0,588.0
54.9,163.0,120.0,346.0,28.9,254.0,33.3,24.2,55.2,2010.0,1250.0,534.0
42.1,142.0,110.0,331.0,23.7,209.0,31.6,20.0,39.7,1740.0,1050.0,483.0
38.4,121.0,106.0,260.0,24.4,166.0,20.2,18.2,36.7,1610.0,965.0,458.0
34.1,116.0,93.5,249.0,23.6,180.0,18.9,15.5,33.3,1550.0,950.0,487.0
32.1,123.0,91.2,252.0,19.9,183.0,17.8,16.6,32.4,1490.0,952.0,503.0
29.7,104.0,90.5,234.0,16.4,187.0,16.2,15.7,30.7,1490.0,955.0,498.0
28.3,96.1,81.7,219.0,16.6,166.0,15.6,15.3,29.9,1410.0,917.0,493.0
43.4,130.0,65.5,231.0,17.7,150.0,15.3,17.5,33.6,1420.0,951.0,533.0
35.0,130.0,67.4,263.0,16.5,154.0,14.7,20.2,26.8,1380.0,915.0,454.0
36.0,118.0,81.3,251.0,18.3,143.0,14.6,17.8,33.2,1300.0,824.0,466.0
32.5,107.0,86.4,234.0,17.0,158.0,15.5,17.8,30.7,1430.0,936.0,505.0
29.1,105.0,90.1,231.0,17.5,162.0,16.2,18.0,28.9,1390.0,928.0,466.0
41.0,104.0,89.4,237.0,30.1,164.0,16.9,16.2,40.6,1330.0,885.0,500.0
58.7,138.0,102.0,263.0,29.5,210.0,19.4,13.5,42.5,1470.0,998.0,534.0
39.4,126.0,106.0,290.0,21.1,208.0,18.3,15.0,33.9,1440.0,920.0,457.0
30.0,113.0,94.4,260.0,18.2,172.0,15.9,16.0,28.4,1350.0,775.0,429.0
32.5,116.0,90.7,245.0,16.8,162.0,15.6,18.5,25.5,1420.0,832.0,593.0
30.5,111.0,94.2,249.0,16.2,171.0,17.9,20.6,23.2,1590.0,1020.0,656.0
102.0,150.0,115.0,282.0,17.8,171.0,20.1,21.4,27.5,1530.0,1010.0,682.0
57.1,183.0,119.0,374.0,16.4,182.0,19.9,21.6,25.4,1580.0,1040.0,597.0
46.0,133.0,119.0,319.0,15.8,162.0,18.5,21.7,22.2,1490.0,870.0,515.0
38.0,117.0,91.0,280.0,15.5,148.0,18.0,22.0,23.7,1420.0,780.0,493.0
77.3,131.0,90.8,257.0,20.6,159.0,20.2,21.5,40.8,1450.0,847.0,530.0
97.7,212.0,123.0,375.0,25.5,190.0,23.6,21.4,55.4,1630.0,1010.0,523.0
159.0,230.0,148.0,416.0,32.5,186.0,31.5,23.5,49.6,1540.0,907.0,528.0
119.0,263.0,162.0,524.0,32.0,200.0,31.4,26.8,45.6,1670.0,968.0,495.0
142.0,232.0,165.0,473.0,35.3,208.0,26.3,29.3,35.7,1650.0,875.0,483.0
216.0,292.0,233.0,543.0,89.5,213.0,33.4,28.8,88.3,1860.0,1020.0,532.0
129.0,257.0,185.0,608.0,72.0,251.0,55.1,34.4,68.6,1900.0,1020.0,469.0
85.3,195.0,148.0,478.0,34.7,254.0,55.0,35.4,51.9,1900.0,896.0,399.0
61.6,167.0,131.0,411.0,23.8,218.0,48.6,37.5,40.3,1740.0,787.0,357.0
50.8,143.0,117.0,361.0,19.1,186.0,32.6,39.6,32.0,1570.0,742.0,373.0
46.8,135.0,118.0,333.0,17.5,196.0,27.3,32.8,32.8,1490.0,731.0,381.0
47.9,117.0,118.0,318.0,17.1,166.0,27.0,25.8,30.4,1440.0,722.0,382.0
50.9,127.0,119.0,312.0,37.8,166.0,22.3,23.5,34.8,1470.0,772.0,415.0
48.2,129.0,114.0,331.0,32.2,203.0,29.3,28.3,37.4,1480.0,813.0,390.0
38.6,127.0,86.2,308.0,21.3,214.0,26.2,27.4,29.8,1460.0,767.0,358.0
32.9,126.0,89.4,274.0,18.0,160.0,21.7,28.8,25.7,1350.0,685.0,346.0
29.3,118.0,77.9,257.0,17.0,165.0,18.8,26.4,23.2,1300.0,684.0,399.0
28.9,114.0,76.3,243.0,16.4,176.0,18.1,22.6,31.6,1390.0,751.0,428.0
26.1,99.5,70.9,219.0,15.4,163.0,17.2,21.8,26.1,1340.0,754.0,403.0
24.1,104.0,60.8,211.0,15.1,148.0,16.7,20.9,23.8,1240.0,717.0,405.0
22.2,93.6,39.8,187.0,15.0,136.0,16.3,21.1,20.7,1160.0,710.0,394.0
22.7,90.4,45.8,162.0,14.9,140.0,14.7,19.5,19.9,1120.0,692.0,363.0
21.3,92.3,60.3,177.0,14.6,141.0,13.4,17.9,20.2,1060.0,654.0,324.0
19.9,84.7,60.4,182.0,15.1,144.0,13.7,16.5,19.5,1000.0,615.0,380.0
19.0,82.9,47.2,160.0,15.4,134.0,14.0,16.1,17.6,1060.0,668.0,381.0
18.7,80.5,62.2,166.0,15.8,132.0,12.3,15.9,16.9,980.0,615.0,355.0
19.5,79.5,60.8,172.0,16.9,128.0,12.4,15.0,16.7,952.0,620.0,352.0
16.9,78.5,36.5,152.0,16.9,127.0,13.1,16.4,16.3,948.0,606.0,348.0
15.5,80.5,35.1,129.0,16.9,117.0,12.3,12.3,14.5,915.0,592.0,316.0
19.5,80.4,52.5,152.0,16.8,118.0,11.1,14.5,16.0,889.0,566.0,315.0
17.8,79.7,53.3,166.0,30.3,135.0,12.1,15.0,16.1,947.0,603.0,347.0
19.2,79.4,52.9,164.0,17.3,154.0,11.0,14.3,16.5,991.0,629.0,350.0
16.6,79.0,47.1,164.0,16.0,122.0,11.7,13.5,16.1,945.0,626.0,369.0
16.0,77.9,45.5,152.0,15.3,119.0,11.0,15.3,22.2,955.0,663.0,391.0
15.4,73.5,38.0,131.0,14.6,125.0,11.3,14.3,18.7,963.0,642.0,359.0
18.2,76.5,39.7,135.0,14.2,107.0,11.4,14.6,14.7,888.0,611.0,333.0
19.4,79.6,53.7,143.0,14.0,117.0,9.66,13.0,16.3,810.0,561.0,317.0
23.4,80.1,65.1,165.0,13.9,129.0,9.99,12.3,24.9,863.0,589.0,383.0
23.1,92.4,67.8,185.0,13.8,122.0,12.7,12.6,25.6,917.0,681.0,448.0
20.9,94.6,64.6,182.0,13.7,145.0,11.6,13.2,22.5,1090.0,721.0,379.0
53.4,94.2,81.2,196.0,20.1,158.0,11.9,12.9,32.3,1050.0,673.0,442.0
136.0,156.0,115.0,288.0,25.5,170.0,22.4,21.4,127.0,1880.0,1490.0,683.0
87.9,176.0,118.0,348.0,16.8,199.0,30.3,20.6,85.5,1820.0,1430.0,538.0
79.6,143.0,111.0,298.0,13.8,147.0,29.2,21.0,69.2,1670.0,1120.0,468.0
83.5,139.0,126.0,297.0,16.3,135.0,24.9,22.7,74.9,1700.0,1110.0,530.0
83.5,138.0,127.0,303.0,17.7,146.0,22.1,22.4,78.8,1830.0,1230.0,646.0
93.6,153.0,130.0,323.0,18.3,161.0,22.3,21.7,79.2,1940.0,1320.0,757.0
76.9,158.0,135.0,330.0,19.0,176.0,23.0,20.8,71.6,2080.0,1380.0,734.0
57.8,130.0,124.0,318.0,19.6,174.0,23.8,21.4,56.0,1830.0,1190.0,559.0
58.4,117.0,116.0,277.0,18.1,153.0,23.9,21.6,46.4,1580.0,965.0,468.0
60.5,127.0,107.0,272.0,19.2,141.0,22.9,20.8,44.6,1500.0,912.0,421.0
67.9,127.0,98.3,271.0,26.5,174.0,26.2,22.6,57.1,1480.0,931.0,435.0
99.6,128.0,98.8,269.0,69.4,196.0,32.9,24.4,97.8,1680.0,1100.0,468.0
121.0,179.0,116.0,319.0,114.0,258.0,41.0,26.9,121.0,2210.0,1540.0,510.0
96.5,207.0,126.0,422.0,81.3,325.0,117.0,63.6,115.0,2370.0,1560.0,427.0
85.0,181.0,104.0,383.0,64.3,314.0,71.1,60.3,107.0,2240.0,1350.0,427.0
77.1,148.0,95.7,321.0,52.4,271.0,48.0,38.2,93.5,2200.0,1290.0,431.0
69.8,142.0,96.4,285.0,33.5,222.0,38.0,29.9,82.4,1950.0,1140.0,413.0
130.0,146.0,106.0,287.0,51.4,209.0,36.4,26.4,92.1,1850.0,1120.0,488.0
122.0,200.0,130.0,366.0,62.5,232.0,44.7,28.3,128.0,2140.0,1440.0,543.0
82.8,170.0,131.0,364.0,35.3,252.0,43.6,27.1,80.9,1980.0,1250.0,490.0
70.3,147.0,132.0,335.0,28.4,230.0,33.9,27.4,68.0,1890.0,1150.0,496.0
65.6,128.0,138.0,308.0,25.1,207.0,31.7,24.3,70.6,1820.0,1160.0,544.0
63.2,128.0,143.0,309.0,23.3,174.0,26.7,21.8,64.5,1800.0,1170.0,520.0
121.0,160.0,191.0,338.0,38.4,173.0,25.4,21.2,130.0,1920.0,1310.0,613.0
83.8,200.0,151.0,477.0,44.6,198.0,52.0,20.4,113.0,2150.0,1470.0,619.0
71.0,165.0,155.0,381.0,33.2,218.0,41.9,20.6,85.0,2060.0,1280.0,582.0
94.7,153.0,185.0,382.0,24.3,202.0,32.5,22.7,84.6,2130.0,1300.0,655.0
107.0,169.0,206.0,444.0,42.8,190.0,37.4,21.3,81.0,2300.0,1480.0,756.0
105.0,198.0,159.0,422.0,37.3,206.0,38.0,22.3,84.1,2150.0,1360.0,725.0
137.0,203.0,252.0,490.0,62.1,231.0,33.0,25.7,217.0,2530.0,1640.0,762.0
94.4,213.0,211.0,523.0,43.4,230.0,39.7,24.5,122.0,2370.0,1480.0,676.0
87.9,181.0,188.0,431.0,37.5,241.0,38.0,27.5,116.0,2410.0,1450.0,716.0
